1;NO_DAMAGE_HISTORY
2;DONT_PVP_ENABLE_OWNER
3;DO_NOT_FADE_IN
4;MASK_UID
5;SKIN_WITH_ENGINEERING
6;NO_AGGRO_ON_LEASH
7;NO_FRIENDLY_AREA_AURAS
8;EXTENDED_CORPSE_DURATION
9;CANNOT_SWIM
10;TAMEABLE_EXOTIC
11;GIGANTIC_AOI
12;INFINITE_AOI
13;CANNOT_PENETRATE_WATER
14;NO_NAME_PLATE
15;CHECKS_LIQUIDS
16;NO_THREAT_FEEDBACK
17;USE_MODEL_COLLISION_SIZE
18;ATTACKER_IGNORES_FACING
19;ALLOW_INTERACTION_WHILE_IN_COMBAT
20;SPELL_CLICK_FOR_PARTY_ONLY
21;FACTION_LEADER
22;IMMUNE_TO_PLAYER_BUFFS
23;COLLIDE_WITH_MISSILES
24;CAN_BE_MULTITAPPED
25;DO_NOT_PLAY_MOUNTED_ANIMATIONS
26;CANNOT_TURN
27;ENEMY_CHECK_IGNORES_LOS
28;FOREVER_CORPSE_DURATION
29;PETS_ATTACK_WITH_3D_PATHING
30;LINK_ALL
31;AI_CAN_AUTO_TAKEOFF_IN_COMBAT
32;AI_CAN_AUTO_LAND_IN_COMBAT
