1;STAY_ALIVE
2;PARTY_ACCEPT
3;EXPLORATION
4;SHARABLE
5;UNK (HAS_CONDITION)
6;UNK (HIDE_REWARD_POI)
7;RAID
8;TBC
9;NO_MONEY_FROM_XP
10;HIDDEN_REWARDS
11;TRACKING AUTO_REWARDED
12;DEPRECATE_REPUTATION TBC_RACES
13;DAILY
14;FLAGS_PVP
15;UNAVAILABLE
16;WEEKLY
17;AUTOCOMPLETE
18;DISPLAY_ITEM_IN_TRACKER
19;OBJ_TEXT
20;AUTO_ACCEPT
21;PLAYER_CAST_ON_ACCEPT
22;PLAYER_CAST_ON_COMPLETE
23;UPDATE_PHASE_SHIFT
24;SOR_WHITELIST
25;LAUNCH_GOSSIP_COMPLETE
26;REMOVE_EXTRA_GET_ITEMS
27;HIDE_UNTIL_DISCOVERED
28;PORTRAIT_IN_QUEST_LOG
29;SHOW_ITEM_WHEN_COMPLETED
30;LAUNCH_GOSSIP_ACCEPT
31;ITEMS_GLOW_WHEN_DONE
32;FAIL_ON_LOGOUT
