1;NO_BIRTH_ANIM
2;TREAT_AS_PLAYER_FOR_DIMINISHING_RETURNS
3;TREAT_AS_PLAYER_FOR_PVP_DEBUFF_DURATION
4;INTERACT_ONLY_WITH_CREATOR
5;DO_NOT_PLAY_UNIT_EVENT_SOUNDS
6;HAS_NO_SHADOW_BLOB
7;DEALS_TRIPLE_DAMAGE_TO_PC_CONTROLLED_PETS
8;NO_NPC_DAMAGE_BELOW_85PTC
9;OBEYS_TAUNT_DIMINISHING_RETURNS
10;NO_MELEE_APPROACH
11;UPDATE_CREATURE_RECORD_WHEN_INSTANCE_CHANGES_DIFFICULTY
12;CANNOT_DAZE
13;FLAT_HONOR_AWARD
14;IGNORE_LOS_WHEN_CASTING_ON_ME
15;GIVE_QUEST_KILL_CREDIT_WHILE_OFFLINE
16;TREAT_AS_RAID_UNIT_FOR_HELPFUL_SPELLS
17;DONT_REPOSITION_IF_MELEE_TARGET_IS_TOO_CLOSE
18;PET_OR_GUARDIAN_AI_DONT_GO_BEHIND_TARGET
19;MINUTE_5_LOOT_ROLL_TIMER
20;FORCE_GOSSIP
21;DONT_REPOSITION_WITH_FRIENDS_IN_COMBAT
22;DO_NOT_SHEATHE
23;IGNORE_SPELL_MIN_RANGE_RESTRICTIONS
24;SUPPRESS_INSTANCE_WIDE_RELEASE_IN_COMBAT
25;PREVENT_SWIM
26;HIDE_IN_COMBAT_LOG
27;ALLOW_NPC_COMBAT_WHILE_UNINTERACTIBLE
28;PREFER_NPCS_WHEN_SEARCHING_FOR_ENEMIES
29;ONLY_GENERATE_INITIAL_THREAT
30;DO_NOT_TARGET_ON_INTERACTION
31;DO_NOT_RENDER_OBJECT_NAME
32;QUEST_BOSS
