1;MOUNTABLE
2;NO_XP
3;NO_LOOT
4;UNKILLABLE
5;TAMEABLE
6;IMMUNE_TO_PC
7;IMMUNE_TO_NPC
8;CAN_WIELD_LOOT
9;SESSILE
10;UNINTERACTIBLE
11;NO_AUTOMATIC_REGEN
12;DESPAWN_INSTANTLY
13;CORPSE_RAID
14;CREATOR_LOOT
15;NO_DEFENSE
16;NO_SPELL_DEFENSE
17;BOSS_MOB
18;COMBAT_PING
19;AQUATIC
20;AMPHIBIOUS
21;NO_MELEE_FLEE
22;VISIBLE_TO_GHOSTS
23;PVP_ENABLING
24;DO_NOT_PLAY_WOUND_ANIM
25;NO_FACTION_TOOLTIP
26;IGNORE_COMBAT
27;ONLY_ATTACK_PVP_ENABLING
28;CALLS_GUARDS
29;CAN_SWIM
30;FLOATING
31;MORE_AUDIBLE
32;LARGE_AOI
